fid,OBJECTID,sisid,sci_name,presence,origin,seasonal,source,compiler,yrcompiled,data_sens,sens_comm,dist_comm,tax_comm,generalisd,version,yrmodified,citation,Shape_Length,Shape_Area
"4568","12740","22705228",Vireo cassinii,"1","1","3","Poole & Gill, 1992-2002","NatureServe, 2002-2005","2021","0",, , ,"0","2022.1",2005,BirdLife International and Handbook of the Birds of the World,70.8332353112572,81.9820315472271
"4570","12751","22705257",Vireo magister,"1","1","1","Raffaele et al., 1998","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,20.0808607690534,0.720543438540285
"4572","12753","22705146",Vireo masteri,"1","1","1","Jahn et al., 2007; D. M. Brinkhuizen in litt. 2010",Joe Taylor (BirdLife International),"2019","0",, , ,"0","2022.1",2010,BirdLife International and Handbook of the Birds of the World,16.7011462784411,0.257326846641086
"4575","12756","22722621",Wetmorethraupis sterrhopteron,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2000,BirdLife International and Handbook of the Birds of the World,9.38823622777319,0.289337913325005
"4579","12760","22705179",Vireo nelsoni,"1","1","1","Howell and Webb, 1995","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,20.8517181663045,16.2785477952226
"4582","12769","22722621",Wetmorethraupis sterrhopteron,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2000,BirdLife International and Handbook of the Birds of the World,2.70155490502693,0.0485308505951427
"4583","12770","22722621",Wetmorethraupis sterrhopteron,"3","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2000,BirdLife International and Handbook of the Birds of the World,20.8643329115838,0.447413652182305
"4584","12771","22724169",Xanthocephalus xanthocephalus,"1","1","4","Sibley, 2000; Howell and Webb, 1995","NatureServe, 2002","2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,3.13800979468043,0.0781567990048015
"4585","12774","22724169",Xanthocephalus xanthocephalus,"1","1","3","Poole and Gill, 1992-2002; Howell and Webb, 1995","NatureServe, 2002","2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,73.1939676238794,150.979603325349
"4587","12778","22702687",Xenerpestes minlosi,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,4.4601547086102,0.286334808973696
"4588","12779","22702687",Xenerpestes minlosi,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,28.5464186016484,8.57992751996492
"4589","12780","22728990",Sula granti,"1","1","1","Pitman and Jehl, 1998","NatureServe, 2005; Rob Martin (BirdLife International)","2021","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,141.829433434582,113.88917293256
"4591","12788","22702992",Xenops tenuirostris,"1","1","1","Ridgely, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,135.719473548414,293.389161904952
"4597","12801","22703068",Xiphocolaptes albicollis,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,80.8940930537485,183.858638493105
"4598","12802","22703076",Xiphocolaptes major,"1","1","1","Ridgely, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,56.0545047743515,128.443405656021
"4599","12803","22703063",Xiphocolaptes promeropirhynchus,"1","1","1","Ridgley, 2003;Hilty, 2003; del Hoyo et al, 2003;Stiles and Skutch, 1989; Zook, 2002","NatureServe, 2002","2020","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,257.129340411889,398.330152560222
"4600","12804","22703063",Xiphocolaptes promeropirhynchus,"3","1","1","Ridgley, 2003",BirdLife International,"2020","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,0.313774610218744,0.00781411489368522
"4601","12805","22700900",Xipholena atropurpurea,"4","1","1",BirdLife International,BirdLife International,"2017","0",, , ,"0","2022.1",1999,BirdLife International and Handbook of the Birds of the World,26.9879306402845,3.4262296058413
"4602","12806","22700900",Xipholena atropurpurea,"1","1","1",BirdLife International,BirdLife International,"2017","0",, , ,"0","2022.1",2000,BirdLife International and Handbook of the Birds of the World,4.70310254220551,0.157083252595951
"4603","12807","22703140",Xiphorhynchus lachrymosus,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,12.7286785243873,1.08160591906408
"4604","12808","22703140",Xiphorhynchus lachrymosus,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,83.5909774434161,21.1886661267931
"4605","12809","22703112",Xiphorhynchus obsoletus,"1","1","1","Ridgely, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,176.823258719247,545.299985098727
"4606","12810","22703124",Xiphorhynchus pardalotus,"1","1","1","Ridgely, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,61.1252141096382,139.23700174547
"4607","12811","22687503",Taphrospilus hypostictus,"1","1","1","Ridgely, 2002; Córdoba-Córdoba and Echeverry-Galvis, 2006","Rob Martin (BirdLife International), TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,40.6809294767638,9.13900577244678
"4608","12813","22703146",Xiphorhynchus triangularis,"1","1","1","Ridgely, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,103.050130215541,23.5389943431889
"4609","12814","22700010",Xolmis cinereus,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, ,Name changed from Xolmis cinerea for gender agreement (David and Gosselin 2002).,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,214.235261922325,592.481634350588
"4611","12816","22700019",Xolmis coronatus,"1","1","3","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2016","0",, ,Name changed from Xolmis coronata for gender agreement (David and Gosselin 2002).,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,68.0634072840815,141.527075961198
"4612","12817","22700035",Xolmis irupero,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,134.75750944373,322.565667915241
"4616","12824","22700027",Xolmis velatus,"1","1","1","Ridgley, 2003; del Hoyo, 2004",BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,173.568900987094,304.613989147814
"4619","12833","22700773",Zaratornis stresemanni,"1","1","2",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,50.2217351620504,2.07843207424405
"4620","12834","22700773",Zaratornis stresemanni,"1","1","3",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2000,BirdLife International and Handbook of the Birds of the World,64.7852487204677,1.82169420646402
"4622","12837","22700773",Zaratornis stresemanni,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,56.1905997451326,2.20026732459784
"4623","12838","22694552",Thalasseus elegans,"1","1","3",BirdLife International,BirdLife International,"2020","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,357.495100996508,186.348755011807
"4627","12843","22722054",Zeledonia coronata,"1","1","1","Stiles and Skutch, 1989; Zook, 2002; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,14.0191235932322,0.425567412696637
"4628","12847","22735786",Zimmerius albigularis,"1","1","1","del Hoyo et al, 2004; Ridgely & Greenfield, 2001; Ridgley & Tudor, 1994",Richard Johnson (BirdLife International),"2016","0",, , ,"0","2022.1",2009,BirdLife International and Handbook of the Birds of the World,13.1832624758795,5.87469720308051
"4629","12848","22699132",Zimmerius bolivianus,"1","1","1","Ridgely, 2002; Young, 2007","NatureServe, 2007","2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,35.0391067068249,9.40209995781151
"4630","12850","22726696",Thalurania colombica,"1","1","1","Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Ridgely, 2002; Zook, 2002","NatureServe, 2002; Rob Martin (BirdLife International)","2016","0",, ,Also known as Violet-crowned Woodnymph.,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,182.994875278963,49.5218476113885
"4631","12866","22687399",Thalurania furcata,"1","1","1","Ridgley, 2003, del Hoyo et al, 1999; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,220.67113573904,932.896436182271
"4632","12867","22687405",Thalurania glaucopis,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,100.301466485983,125.579598368102
"4633","12907","22686479",Streptoprocne biscutata,"1","1","1","Ridgely, 2002; del Hoyo et al, 1999; Sick, 1991; Sick, 1997; van Perlo, 2009","TNC-Wings, 1999; NatureServe, 2002; Rob Martin (BirdLife International)","2018","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,96.3017323325417,113.981256719213
"4634","12908","22686479",Streptoprocne biscutata,"1","1","3","Ridgely, 2002; del Hoyo et al, 1999; Sick, 1991; Sick, 1997; van Perlo, 2009","TNC-Wings, 1999; NatureServe, 2002; Rob Martin (BirdLife International)","2018","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,27.5584818186714,34.952263121853
"4637","12917","103660322",Conopophaga aurita,"1","1","1","Ridgely, 2002; Olmos et al., 2011; Santos, 2004","NatureServe, 2002; Hannah Wheatley(BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,105.451753342091,228.30492486685
"4639","12922","22678440",Aburria aburri,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,24.1686980838782,5.28722585273292
"4640","12924","22684343",Coccyzus melacoryphus,"1","1","1","Ridgely, 2002; Quiñonez & Tello, 2011; Erritzøe et al, 2012; Schulenberg et al. 2007","WWF-US, 2000; NatureServe, 2002; Rob Martin, Lynda Donaldson (BirdLife International)","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,384.082716602541,1213.32332694983
"4641","12932","22687170",Abeillia abeillei,"1","1","1","Howell and Webb, 1995","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,37.7086150255749,12.1704651415834
"4644","12935","22678440",Aburria aburri,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,8.59204504275534,1.70637168140573
"4646","12964","22684337",Coccyzus minor,"1","1","1","del Hoyo et al, 1997; Ridgely, 2002; Payne, 2005; van Perlo, 2009; Erritzøe et al, 2012","Natureserve 2002; Lynda Donaldson; Joe Taylor (BirdLife International)","2020","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,623.608412133324,93.960403408253
"4647","12965","22695565",Accipiter superciliosus,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,2.24782107644808,0.369716735195301
"4648","12966","22695565",Accipiter superciliosus,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,105.963613388564,24.5077154509116
"4649","12967","22695565",Accipiter superciliosus,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,236.999474577664,682.64427669829
"4650","12988","22693277",Actitis macularius,"1","1","3","Ridgely and Gwynne, 1989; Zook, 2002",BirdLife International,"2016","0",, ,Name changed from Actitis macularia for gender agreement (AOU 2004).,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,1171.78994751772,1649.65748867144
"4651","12992","22689366",Aegolius acadicus,"1","1","1","Ridgley, 2003, del Hoyo et al, 1999; Poole and Gill, 1992",WILDSPACETM 2002,"2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,1496.45263517177,678.29154725715
"4652","12993","22687696",Adelomyia melanogenys,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,132.426299692453,51.270113187559
"4653","12994","22696634",Aechmophorus clarkii,"1","1","1","Fillman, 1998; Poole and Gill, 1992; Sibley, 2000",WILDSPACETM 2002,"2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,84.53294758477,77.336329644504
"4654","12995","22689378",Aegolius harrisii,"1","1","1","Ridgely, 2002; Hilty, 2003; Restall, 2006; Schulenberg et al. 2007; Hennessey et al. 2003; van Perlo, 2009","Rob Martin (BirdLife International), TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,145.251946285052,97.6530853410576
"4655","13004","22689371",Aegolius ridgwayi,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Koenig & Weick, 2008; Mikkola, 2012; Howell & Webb, 1995","Rob Martin (BirdLife International), NatureServe, 2002","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,22.0040116665413,3.70276044603688
"4656","13041","22686739",Aeronautes andecolus,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,85.6445437474175,79.8641712217735
"4657","13043","22688059",Aglaiocercus coelestis,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,19.7380856377516,2.28268982882717
"4658","13048","22686736",Aeronautes montivagus,"1","1","1","Stiles et al, 1999; Ridgely, 2002; PÃšrez-EmÃŸn et al., 2003; Donegan et al, 2007; McMullen et al, 2010","NatureServe, 2002; Lynda Donaldson (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,139.408891725112,69.2719868166177
"4659","13049","22686733",Aeronautes saxatalis,"1","1","1","Ridgley, 2003; del Hoyo et al, 1999; Chantler & Driesens, 1985;AOU, 1998","NatureServe, 2002","2016","0",,Channel Islands, ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,153.706109847122,205.713152154273
"4660","13052","22697200",Agamia agami,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, ,Also known as Chestnut-bellied Heron.,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,11.5880405513142,0.760861603161218
"4661","13053","22697200",Agamia agami,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, ,Also known as Chestnut-bellied Heron.,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,172.815628912779,598.014944657993
"4662","13054","22697200",Agamia agami,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, ,Also known as Chestnut-bellied Heron.,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,142.944064107715,45.125144596331
"4663","13062","103658669",Drymophila klagesi,"1","1","1","Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,28.9544831264177,4.79207712517285
"4666","13066","22687791",Aglaeactis castelnaudii,"1","1","1","Young, 2007","TNC-Wings, 1999; NatureServe, 2007","2017","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,3.81664031845958,0.589605331362705
"4667","13067","22687791",Aglaeactis castelnaudii,"1","1","1","Young, 2007","TNC-Wings, 1999; NatureServe, 2007","2017","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,5.78631387492268,1.34672216517618
"4668","13068","22687788",Aglaeactis cupripennis,"1","1","1","Schulenberg et al. 2007; Ridgely, 2002","Rob Martin (BirdLife International), NatureServe, 2002","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,77.0303230890961,18.4143963536171
"4669","13069","22688059",Aglaiocercus coelestis,"3","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,1.22982511729292,0.1203215476559
"4670","13070","22733886",Aglaiocercus kingii,"1","1","1","Ridgely, 2002; Hilty, 2003; Schulenberg et al. 2007","Rob Martin (BirdLife International) NatureServe, 2002","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,133.36789424282,22.021979846323
"4671","13079","22678169",Crypturellus soui,"1","1","1","Ridgley, 2003, del Hoyo et al, 1992; Davies, 2002; Zook, 2001; Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Ridgely, 2002; ffrench, 2012","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2021","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,375.631011541761,918.879545013989
"4672","13080","22678188",Crypturellus strigulosus,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,106.001479823255,213.154449778451
"4673","13081","22678238",Crypturellus tataupa,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,161.110716517828,418.021448866563
"4677","13114","22692601",Amaurolimnas concolor,"3","1","1","Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; Taylor & van Perlo, 1998; Restall, 2006; Ottema et al, 2009;","WWF-US, 2000; NatureServe, 2002; Lynda Donaldson (BirdLife International)","2021","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,4.71462128659943,0.988233424416385
"4678","13115","22692601",Amaurolimnas concolor,"1","1","1","Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; Taylor & van Perlo, 1998; Restall, 2006; Tobias and Seddon, 2007; Ottema et al, 2009; AviBase","WWF-US, 2000; NatureServe, 2002; Lynda Donaldson; Joe Taylor (BirdLife International); Hannah Wheatley (BirdLife International)","2021","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,312.624741666854,140.455358874214
"4680","13128","22687552",Amazilia amabilis,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; AOU, 1998; Ridgely, 2002","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,113.576256324877,24.4789263188023
"4681","13130","22687618",Amazilia amazilia,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,51.113389479108,13.8809218332638
"4683","13142","22690942",Zentrygon goldmani,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,0.350360943968024,0.0075475556040648
"4684","13148","22726714",Amazilia bartletti,"1","1","1","Ridgely, 2002; Schulenberg et al, 2007; van Perlo, 2009","WWF-US, 2000; NatureServe, 2002; Rob Martin, Joe Taylor (BirdLife International)","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,46.2505870128848,85.4880225661824
"4685","13149","22687509",Amazilia chionogaster,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, ,"Traditionally placed in the genus Amazilia but returned to Leucippus by Schuchmann (1999) for biogeographic, morphological, and behavioral reasons.","0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,67.9519023695131,41.5803596203336
"4687","13159","22687562",Amazilia boucardi,"1","1","1","Garrigues & Dean, 2007",Lynda Donaldson (BirdLife International),"2020","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,12.5394277927628,0.107196414012602
"4688","13160","22687517",Amazilia brevirostris,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,91.4362276831246,47.785990214739
"4689","13162","22687513",Amazilia candida,"1","1","3","Howell and Webb, 1995","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,9.22463155278391,0.964371016957343
"4690","13163","22687513",Amazilia candida,"1","1","1","Howell and Webb, 1995; Zook, 2002; AOU, 1998","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,82.0536037884239,35.6827182856662
"4691","13164","22687513",Amazilia candida,"1","1","1","Howell and Webb, 1995; Zook, 2002; AOU, 1998","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,5.20044995650524,0.838963989109524
"4692","13165","61201753",Amazilia cupreicauda,"1","1","1","Ridgely, 2002; Weller, 2000","NatureServe, 2002; Rob Martin (BirdLife International)","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,26.3308488640353,19.2348102167431
"4693","13166","22730168",Amazilia tzacatl,"1","1","1","Ridgley, 2003; Natureserve V3; Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002","2021","0",, ,Group tzacatl,"0","2022.1",2008,BirdLife International and Handbook of the Birds of the World,27.2978076310209,0.679817374844876
"4694","13167","22730168",Amazilia tzacatl,"1","1","1","Ridgley, 2003; Natureserve V3; Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002","2021","0",, ,Group tzacatl,"0","2022.1",2008,BirdLife International and Handbook of the Birds of the World,227.474800287454,84.6591499656852
"4696","13169","22687525",Amazilia versicolor,"1","1","1","Ridgely, 2002; Robbins et al., 2004; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",,"Includes rupuruni savannahs in southeastern Guyana (Robbins et al., 2004).", ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,256.681619095359,429.142807127652
"4697","13172","22679859",Cygnus buccinator,"5","1","3","Howell and Webb, 1995","NatureServe, 2002","2021","0",,Boundaries approximate, ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,12.1760677181993,0.295971268780546
"4698","13173","22687577",Amazilia cyanocephala,"1","1","1","Howell and Webb, 1995","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,49.9954539183382,24.173337641562
"4699","13174","22687577",Amazilia cyanocephala,"1","1","1","Howell and Webb, 1995","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,10.9797270149099,1.56601806759633
"4701","13180","22687556",Amazilia decora,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,10.2976767236478,1.08052109918807
"4702","13181","22687599",Amazilia edward,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,33.8511070519636,3.49820218814131
"4703","13182","22687534",Amazilia fimbriata,"1","1","1","Ridgley, 2003, del Hoyo et al, 1999; Rodriguez Mata et al, 2006;Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,254.758777678841,886.94888331596
"4705","13186","22687566",Amazilia franciae,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,49.6652882467041,20.1696693735726
"4706","13187","22733641",Amazilia grayi,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,11.3805737778457,3.21738068211651
"4707","13188","22687574",Amazilia leucogaster,"1","1","1","del Hoyo et al, 1999; Ridgely, 2002; Ruschi and Simon, 2007; van Perlo, 2009","WWF-US, 2000; NatureServe, 2002; Lynda Donaldson (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,132.417689159242,26.396515028206
"4708","13189","22687559",Amazilia rosenbergi,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,33.1636074727486,5.47929867039588
"4709","13190","22687603",Amazilia rutila,"1","1","1","Howell and Webb, 1995","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,7.97362521093436,1.24085368396479
"4710","13191","22687603",Amazilia rutila,"1","1","1","Howell and Webb, 1995","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,88.2912043634748,28.5368407392906
"4711","13193","22687603",Amazilia rutila,"1","1","1","Howell and Webb, 1995","NatureServe, 2007","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,22.8189507582472,4.03382971244878
"4712","13194","22687436",Amazilia sapphirina,"1","1","1","Ridgely, 2002; van Perlo, 2009; Hennessey, 2003","Rob Martin (BirdLife International), WWF-US, 2000; NatureServe, 2002","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,229.39128866112,323.383229725295
"4713","13195","22687590",Amazilia saucerottei,"1","1","1","Stiles and Skutch, 1989; Zook, 2002","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,24.4147952314978,3.8922362755216
"4714","13196","22687590",Amazilia saucerottei,"1","1","1","Stiles and Skutch, 1989; Zook, 2002","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,41.582535017961,16.254499494614
"4715","13197","22687593",Amazilia tobaci,"1","1","1","Ridgely, 2002; Hilty, 2003","Rob Martin (BirdLife International), NatureServe, 2002","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,56.6946242170777,35.6849250446399
"4716","13198","22687506",Amazilia viridicauda,"1","1","1","del Hoyo et al, 1999; Ridgley, 2003; Schulemberg et al, 2007","PRT; Lynda Donaldson (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,9.84914141167973,2.39703233707688
"4717","13199","61200240",Amazilia viridifrons,"1","1","1","Howell and Webb, 1995; van Perlo, 2006","NatureServe, 2002; Rob Martin; Joe Taylor (BirdLife International)","2021","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,19.5444166546805,6.44455256379867
